airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
Jet Airways,Delhi,Cochin,evening,mid_night,31200,1,No info,12242,3,27
Air India,Kolkata,Banglore,evening,mid_night,34800,1,No info,6327,5,24
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No check-in baggage included,3543,5,24
Multiple carriers,Delhi,Cochin,morning,evening,40500,1,No info,15058,6,3
Jet Airways,Banglore,New Delhi,evening,evening,84600,1,In-flight meal not included,11087,3,12
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,No info,13941,5,9
SpiceJet,Delhi,Cochin,afternoon,evening,22800,1,No info,7317,6,1
Jet Airways,Kolkata,Banglore,evening,morning,46500,1,In-flight meal not included,9663,5,24
IndiGo,Delhi,Cochin,afternoon,evening,18000,1,No info,5065,4,24
Air India,Delhi,Cochin,morning,evening,47700,1,No info,8907,6,27
SpiceJet,Kolkata,Banglore,morning,morning,9000,0,No info,4148,3,21
Multiple carriers,Delhi,Cochin,afternoon,evening,25200,1,No info,13587,6,9
Jet Airways,Delhi,Cochin,evening,mid_night,23700,1,In-flight meal not included,10262,6,6
Jet Airways,Banglore,New Delhi,afternoon,morning,65400,1,No info,12284,3,18
Jet Airways,Kolkata,Banglore,evening,afternoon,77100,1,No info,14781,5,15
Jet Airways,Kolkata,Banglore,morning,morning,89700,1,In-flight meal not included,9663,5,18
IndiGo,Banglore,New Delhi,afternoon,afternoon,10200,0,No info,19685,3,1
Air India,Kolkata,Banglore,morning,evening,47700,1,No info,10203,5,12
Jet Airways,Kolkata,Banglore,morning,mid_night,79800,1,No info,13941,5,15
Air India,Banglore,New Delhi,evening,evening,9900,0,No info,25703,3,1
Jet Airways,Delhi,Cochin,afternoon,mid_night,51900,1,In-flight meal not included,10262,6,9
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No check-in baggage included,3543,5,1
SpiceJet,Kolkata,Banglore,afternoon,afternoon,9000,0,No check-in baggage included,3841,4,6
Jet Airways,Delhi,Cochin,morning,evening,27000,1,No info,15554,5,18
Jet Airways,Kolkata,Banglore,afternoon,evening,20700,1,In-flight meal not included,10844,5,24
Jet Airways,Kolkata,Banglore,afternoon,afternoon,77100,1,No info,12692,6,12
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,In-flight meal not included,3210,6,9
Air India,Delhi,Cochin,afternoon,evening,26100,2,No info,9601,5,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45000,1,No info,13377,6,15
Jet Airways,Kolkata,Banglore,evening,evening,83700,1,In-flight meal not included,11134,3,24
Multiple carriers,Delhi,Cochin,morning,evening,43500,1,No info,8055,3,27
Jet Airways,Delhi,Cochin,afternoon,mid_night,39300,1,No info,12242,3,27
Air India,Banglore,New Delhi,evening,evening,91200,1,No info,8425,3,9
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No info,2753,6,15
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No info,3311,5,27
IndiGo,Kolkata,Banglore,morning,morning,14400,1,No info,4226,6,12
Jet Airways,Banglore,New Delhi,morning,mid_night,72600,1,1 Long layover,26890,3,1
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,12524,6,24
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,3847,3,21
Jet Airways,Kolkata,Banglore,afternoon,evening,25500,1,No info,12681,4,1
Jet Airways,Delhi,Cochin,morning,mid_night,68400,2,No info,13882,6,6
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,In-flight meal not included,10844,6,6
Jet Airways,Banglore,New Delhi,evening,morning,39000,1,No info,12547,3,12
Jet Airways,Kolkata,Banglore,evening,mid_night,35100,1,No info,14178,6,9
IndiGo,Delhi,Cochin,afternoon,mid_night,34500,1,No info,14871,3,3
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,15078,3,6
IndiGo,Kolkata,Banglore,evening,mid_night,9600,0,No info,4804,5,21
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,3873,5,9
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No check-in baggage included,3841,6,24
GoAir,Delhi,Cochin,morning,afternoon,21300,1,No info,5457,6,1
Jet Airways,Kolkata,Banglore,afternoon,evening,30600,1,No info,14781,5,12
Jet Airways,Delhi,Cochin,evening,evening,75600,1,No info,15764,3,9
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,6,12
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,No info,9564,6,24
IndiGo,Delhi,Cochin,morning,evening,51600,1,No info,7191,5,15
Jet Airways,Delhi,Cochin,evening,mid_night,31200,1,No info,15764,3,6
Jet Airways,Kolkata,Banglore,afternoon,afternoon,78900,1,No info,14388,5,6
Jet Airways,Delhi,Cochin,evening,mid_night,31200,1,In-flight meal not included,6540,3,27
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,3625,6,24
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,8266,5,9
SpiceJet,Kolkata,Banglore,morning,evening,26100,1,No info,10944,5,18
IndiGo,Delhi,Cochin,afternoon,evening,18000,1,No info,5073,3,27
Jet Airways,Banglore,New Delhi,mid_night,afternoon,24000,1,In-flight meal not included,9134,3,15
Vistara,Kolkata,Banglore,evening,evening,86400,1,No info,8085,6,12
Jet Airways,Banglore,New Delhi,morning,afternoon,19500,1,No info,22270,3,6
Air India,Kolkata,Banglore,morning,morning,97200,2,No info,9836,4,1
IndiGo,Delhi,Cochin,evening,mid_night,25200,1,No info,14871,3,3
Jet Airways,Mumbai,Hyderabad,morning,afternoon,36300,2,No info,23528,3,12
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,8016,6,6
Jet Airways,Banglore,New Delhi,morning,afternoon,33000,1,No info,12284,3,18
Multiple carriers,Delhi,Cochin,morning,evening,54000,1,No info,7005,6,12
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,4804,6,3
IndiGo,Delhi,Cochin,mid_night,morning,18000,1,No info,6827,3,27
Air India,Mumbai,Hyderabad,morning,morning,4800,0,No info,3100,5,12
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,In-flight meal not included,2759,3,15
Jet Airways,Kolkata,Banglore,evening,evening,88800,1,No info,13067,5,9
GoAir,Banglore,Delhi,evening,evening,9900,0,No info,3898,4,15
Jet Airways,Delhi,Cochin,morning,mid_night,67500,2,In-flight meal not included,10368,6,12
SpiceJet,Banglore,New Delhi,mid_night,morning,10200,0,No check-in baggage included,4273,3,18
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No info,3311,5,24
Multiple carriers,Delhi,Cochin,morning,evening,43200,1,In-flight meal not included,15136,3,6
Multiple carriers,Delhi,Cochin,morning,evening,39900,1,No info,6601,4,9
Vistara,Kolkata,Banglore,evening,evening,94800,1,No info,8452,5,24
Jet Airways,Kolkata,Banglore,afternoon,afternoon,77100,1,In-flight meal not included,9314,5,1
IndiGo,Delhi,Cochin,mid_night,morning,20700,1,No info,6386,6,1
Multiple carriers,Delhi,Cochin,morning,mid_night,50400,1,No info,13377,6,24
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,5678,3,3
Air Asia,Banglore,Delhi,evening,mid_night,10200,0,No info,4483,5,18
Jet Airways,Delhi,Cochin,afternoon,afternoon,81300,1,In-flight meal not included,12898,5,27
IndiGo,Banglore,New Delhi,morning,morning,10500,0,No info,7648,3,3
Jet Airways,Kolkata,Banglore,morning,evening,61500,1,No info,14571,6,9
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,6,27
Air India,Banglore,New Delhi,morning,evening,52500,2,No info,11728,3,18
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No info,3873,4,18
Air India,Delhi,Cochin,evening,morning,45900,1,No info,7480,5,9
Jet Airways,Banglore,Delhi,evening,evening,10800,0,No info,8541,6,21
Jet Airways,Banglore,New Delhi,evening,morning,45300,1,1 Long layover,31825,3,1
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3597,6,1
Jet Airways,Banglore,New Delhi,evening,afternoon,64200,1,No info,13817,3,12
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,No info,14571,5,24
Air Asia,Delhi,Cochin,afternoon,morning,51900,1,No info,6853,6,15
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,3573,5,27
Vistara,Kolkata,Banglore,afternoon,evening,93000,1,No info,9345,5,15
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,13797,6,12
Air India,Banglore,New Delhi,afternoon,morning,81300,3,No info,12358,3,3
Multiple carriers,Delhi,Cochin,evening,mid_night,26400,1,In-flight meal not included,14086,3,9
IndiGo,Chennai,Kolkata,evening,evening,8400,0,No info,3597,5,3
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,No info,13731,5,24
Jet Airways,Delhi,Cochin,evening,mid_night,31200,1,In-flight meal not included,12898,5,21
Jet Airways,Delhi,Cochin,afternoon,mid_night,44700,1,No info,14714,6,6
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,5403,4,12
Jet Airways,Banglore,Delhi,morning,morning,9900,0,In-flight meal not included,5769,6,24
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,5620,3,24
IndiGo,Delhi,Cochin,mid_night,morning,11700,0,No info,5000,6,18
Air India,Delhi,Cochin,afternoon,evening,111300,2,No info,10703,3,21
Multiple carriers,Delhi,Cochin,morning,evening,34200,1,No info,13727,5,18
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,No info,14388,5,12
Jet Airways,Banglore,New Delhi,morning,morning,85200,1,No info,22270,3,1
IndiGo,Delhi,Cochin,evening,mid_night,20700,1,No info,6769,5,27
Air Asia,Kolkata,Banglore,afternoon,evening,30000,2,No info,5192,5,24
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,4995,5,24
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,8580,3,1
Air India,Delhi,Cochin,afternoon,morning,75300,1,No info,7480,6,15
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,5198,4,27
Jet Airways,Delhi,Cochin,morning,evening,33600,2,In-flight meal not included,10368,6,6
Jet Airways,Mumbai,Hyderabad,morning,morning,5100,0,No info,8040,5,6
Jet Airways,Delhi,Cochin,morning,mid_night,72300,2,No info,18909,3,9
Air India,Kolkata,Banglore,morning,mid_night,80700,2,No info,12849,4,1
Air India,Delhi,Cochin,morning,morning,81000,1,No info,22798,3,1
Jet Airways,Kolkata,Banglore,morning,evening,35400,1,No info,14571,6,6
Jet Airways,Banglore,New Delhi,afternoon,morning,65400,1,In-flight meal not included,13502,3,6
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No check-in baggage included,3332,3,27
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,7354,6,6
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,8073,5,15
IndiGo,Mumbai,Hyderabad,morning,morning,5100,0,No info,4049,3,21
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,No info,15029,3,9
Air India,Delhi,Cochin,morning,morning,85200,2,No info,10975,6,24
Multiple carriers,Delhi,Cochin,morning,evening,55200,1,No info,7038,6,1
Jet Airways,Delhi,Cochin,morning,evening,39600,1,No info,15554,5,9
Air India,Banglore,Delhi,evening,evening,10200,0,No info,5228,6,12
IndiGo,Delhi,Cochin,mid_night,morning,19500,1,No info,5636,6,1
Air India,Delhi,Cochin,afternoon,morning,70800,2,No info,9653,6,27
Jet Airways,Kolkata,Banglore,evening,morning,54600,1,In-flight meal not included,8586,5,24
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,5,21
Vistara,Kolkata,Banglore,evening,evening,97500,1,No info,9345,5,24
Jet Airways,Delhi,Cochin,morning,evening,115500,2,In-flight meal not included,9270,3,21
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,No info,13292,6,3
Jet Airways,Delhi,Cochin,afternoon,evening,94200,2,In-flight meal not included,8098,3,27
Air India,Delhi,Cochin,morning,morning,85200,1,No info,7952,6,6
IndiGo,Delhi,Cochin,evening,mid_night,24900,1,No info,5883,6,12
Jet Airways,Banglore,Delhi,evening,evening,10800,0,No info,8016,6,6
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,4174,5,18
Multiple carriers,Delhi,Cochin,morning,evening,55500,1,No info,10696,6,3
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,4878,6,12
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,3971,4,1
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,7198,6,3
Jet Airways,Kolkata,Banglore,evening,evening,92400,1,In-flight meal not included,9314,5,6
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,4423,5,1
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No check-in baggage included,3841,4,6
Multiple carriers,Delhi,Cochin,morning,evening,30600,1,No info,7154,3,27
Air India,Delhi,Cochin,morning,evening,44100,1,No info,9929,6,15
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,8266,5,9
Multiple carriers,Delhi,Cochin,morning,evening,37800,1,No info,10877,6,12
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,4804,6,24
Multiple carriers,Delhi,Cochin,morning,evening,34200,1,No info,13587,6,15
IndiGo,Delhi,Cochin,mid_night,afternoon,30900,1,No info,13611,3,6
IndiGo,Delhi,Cochin,morning,mid_night,58500,1,No info,6628,6,6
IndiGo,Delhi,Cochin,afternoon,afternoon,11700,0,No info,5601,6,12
SpiceJet,Delhi,Cochin,morning,morning,18900,1,No info,5583,4,15
IndiGo,Banglore,Delhi,morning,afternoon,10200,0,No info,3943,5,21
Jet Airways,Kolkata,Banglore,evening,afternoon,57600,1,In-flight meal not included,9663,5,12
IndiGo,Delhi,Cochin,evening,mid_night,24900,1,No info,5883,6,15
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,4804,4,27
Vistara,Banglore,New Delhi,afternoon,evening,9300,0,No info,13383,3,3
Multiple carriers,Delhi,Cochin,afternoon,evening,33300,1,No info,9646,6,1
Jet Airways,Kolkata,Banglore,afternoon,evening,94200,1,No info,11467,5,1
Air Asia,Kolkata,Banglore,evening,morning,43200,1,No info,5192,5,12
Air Asia,Banglore,New Delhi,evening,mid_night,9900,0,No info,6477,3,3
Multiple carriers,Delhi,Cochin,morning,evening,43200,1,No info,13727,5,18
Vistara,Kolkata,Banglore,afternoon,evening,98400,1,No info,9555,5,18
Vistara,Mumbai,Hyderabad,morning,evening,45000,1,No info,12395,3,6
Jet Airways,Delhi,Cochin,evening,mid_night,33000,1,In-flight meal not included,10262,6,15
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,No info,14781,5,21
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,5678,5,12
SpiceJet,Kolkata,Banglore,afternoon,evening,19800,1,No info,7804,5,15
Jet Airways,Delhi,Cochin,afternoon,evening,100800,1,In-flight meal not included,10262,6,27
Jet Airways,Banglore,Delhi,evening,evening,10800,0,In-flight meal not included,5198,5,18
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,5,3
Air Asia,Banglore,Delhi,morning,afternoon,9900,0,No info,3383,6,15
Air India,Delhi,Cochin,afternoon,evening,19200,1,No info,7174,5,27
Air India,Delhi,Cochin,evening,evening,95400,1,No info,8907,5,15
Jet Airways,Delhi,Cochin,morning,afternoon,96900,2,No info,13014,6,1
Jet Airways,Kolkata,Banglore,evening,morning,39900,1,No info,13584,5,6
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,4107,5,15
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5400,0,In-flight meal not included,2071,3,15
Jet Airways,Delhi,Cochin,evening,mid_night,27000,1,In-flight meal not included,12373,5,9
Air India,Banglore,New Delhi,morning,afternoon,104700,2,No info,13303,3,12
Jet Airways,Kolkata,Banglore,afternoon,morning,63300,1,In-flight meal not included,8529,6,12
Jet Airways,Kolkata,Banglore,evening,evening,89700,1,No info,14571,6,6
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,8016,6,9
IndiGo,Kolkata,Banglore,evening,mid_night,9600,0,No info,4804,6,6
Air India,Banglore,New Delhi,morning,afternoon,19500,1,No info,5118,3,9
Jet Airways,Kolkata,Banglore,morning,morning,85800,1,In-flight meal not included,9663,5,18
Air India,Kolkata,Banglore,mid_night,afternoon,110400,2,No info,12723,6,9
GoAir,Banglore,Delhi,evening,evening,9900,0,No info,3419,5,12
Jet Airways,Banglore,New Delhi,evening,morning,42600,1,In-flight meal not included,11087,3,12
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4174,4,12
Jet Airways,Delhi,Cochin,morning,mid_night,73500,1,In-flight meal not included,10262,6,9
Jet Airways,Delhi,Cochin,morning,afternoon,97200,2,No info,12609,6,15
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,4668,6,3
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No check-in baggage included,1965,5,24
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,6,1
Air India,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,5195,4,12
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4804,5,18
IndiGo,Banglore,New Delhi,afternoon,afternoon,10200,0,No info,7648,3,3
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3850,5,3
Air India,Banglore,Delhi,morning,afternoon,9900,0,No info,6121,4,15
IndiGo,Chennai,Kolkata,mid_night,morning,8700,0,No info,3540,6,18
Jet Airways,Banglore,New Delhi,mid_night,morning,20400,1,In-flight meal not included,9134,3,15
Jet Airways,Kolkata,Banglore,evening,evening,99600,1,In-flight meal not included,10844,6,6
IndiGo,Chennai,Kolkata,evening,mid_night,8400,0,No info,5277,6,3
IndiGo,Delhi,Cochin,afternoon,evening,18000,1,No info,5073,4,6
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No check-in baggage included,3841,6,24
Multiple carriers,Delhi,Cochin,morning,evening,41400,1,No info,10877,6,3
Jet Airways,Delhi,Cochin,afternoon,evening,94500,1,In-flight meal not included,5406,3,27
Jet Airways,Kolkata,Banglore,afternoon,morning,60300,1,No info,14151,6,9
Jet Airways,Delhi,Cochin,evening,afternoon,65400,2,No info,14237,6,3
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,2754,6,24
Air India,Kolkata,Banglore,morning,evening,48300,1,No info,11306,5,18
Air Asia,Kolkata,Banglore,evening,morning,43200,1,No info,5192,5,1
Vistara,Chennai,Kolkata,morning,morning,8100,0,No info,3687,6,12
Multiple carriers,Delhi,Cochin,mid_night,evening,54600,1,No info,12192,6,3
Jet Airways,Delhi,Cochin,afternoon,evening,21600,1,In-flight meal not included,12898,5,27
Jet Airways,Delhi,Cochin,evening,evening,83700,1,No info,14924,6,9
SpiceJet,Kolkata,Banglore,morning,evening,26100,1,No info,8479,5,24
Multiple carriers,Delhi,Cochin,afternoon,mid_night,41400,1,In-flight meal not included,6943,5,27
Multiple carriers,Delhi,Cochin,morning,evening,45300,1,No info,7354,6,27
Multiple carriers,Delhi,Cochin,morning,evening,36000,1,No info,12192,6,6
IndiGo,Banglore,Delhi,evening,mid_night,10800,0,No info,3943,5,3
Jet Airways,Delhi,Cochin,evening,evening,85800,2,No info,15129,5,6
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,5403,4,9
Jet Airways,Delhi,Cochin,morning,mid_night,68400,2,No info,13882,6,27
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,No info,5678,3,21
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,5403,4,27
Vistara,Banglore,Delhi,evening,evening,10200,0,No info,4878,6,27
IndiGo,Delhi,Cochin,morning,evening,52800,2,No info,6494,3,27
IndiGo,Banglore,New Delhi,mid_night,mid_night,9900,0,No info,4777,3,24
Air India,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,3625,6,6
Air India,Kolkata,Banglore,afternoon,evening,109800,2,No info,9258,4,1
Jet Airways,Delhi,Cochin,afternoon,evening,21600,1,In-flight meal not included,10262,6,6
Air India,Banglore,New Delhi,mid_night,morning,106200,4,Change airports,17686,3,1
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,4174,4,3
Multiple carriers,Delhi,Cochin,morning,mid_night,54600,1,No info,7485,5,21
Air India,Kolkata,Banglore,morning,morning,96600,2,No info,11222,5,18
Jet Airways,Kolkata,Banglore,afternoon,evening,101100,1,No info,12121,5,1
Air India,Kolkata,Banglore,morning,evening,36600,2,No info,10697,5,21
Jet Airways,Delhi,Cochin,morning,evening,27000,1,In-flight meal not included,12373,5,9
SpiceJet,Kolkata,Banglore,morning,afternoon,31200,1,No info,6381,5,21
Jet Airways,Delhi,Cochin,afternoon,mid_night,124200,2,No info,17072,3,6
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,5,24
Air India,Delhi,Cochin,morning,evening,47700,1,No info,27282,3,3
IndiGo,Mumbai,Hyderabad,evening,evening,5700,0,No info,2227,6,12
IndiGo,Banglore,New Delhi,mid_night,mid_night,9900,0,No info,4545,3,9
IndiGo,Kolkata,Banglore,afternoon,evening,9600,0,No info,4148,3,21
IndiGo,Kolkata,Banglore,afternoon,afternoon,9300,0,No info,4148,3,12
Air India,Banglore,New Delhi,morning,morning,97500,2,No info,7642,3,21
Jet Airways,Delhi,Cochin,afternoon,afternoon,74100,1,In-flight meal not included,10262,6,3
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,4030,5,24
IndiGo,Delhi,Cochin,afternoon,afternoon,11700,0,No info,5000,6,27
